scaffold_id	locus	v_calls	j_calls	n_pad
TRA_2716	TRA	TRAV7-1*01	TRAJ34*02	2
TRA_2717	TRA	TRAV7-1*01	TRAJ34*01	2
TRA_2719	TRA	TRAV7-1*01	TRAJ24*02	2
TRA_2720	TRA	TRAV7-1*01	TRAJ27*01	1
TRA_2721	TRA	TRAV7-1*01	TRAJ38*01	1
TRA_2722	TRA	TRAV7-1*01	TRAJ28*01	1
TRA_2723	TRA	TRAV7-1*01	TRAJ24*01	1
TRA_2724	TRA	TRAV7-1*01	TRAJ30*01	1
TRA_2725	TRA	TRAV7-1*01	TRAJ11*01	1
TRA_2726	TRA	TRAV7-1*01	TRAJ37*01	0
TRA_2727	TRA	TRAV7-1*01	TRAJ18*01	0
TRA_2728	TRA	TRAV7-1*01	TRAJ50*01	0
TRA_2729	TRA	TRAV7-1*01	TRAJ21*02	0
TRA_2730	TRA	TRAV7-1*01	TRAJ39*01	0
TRA_2731	TRA	TRAV7-1*01	TRAJ45*01	0
TRA_2732	TRA	TRAV7-1*01	TRAJ2*01	0
TRA_2733	TRA	TRAV7-1*01	TRAJ57*01	0
TRA_2734	TRA	TRAV7-1*01	TRAJ23*01	0
TRA_2735	TRA	TRAV7-1*01	TRAJ32*01	0
TRA_2736	TRA	TRAV7-1*01	TRAJ17*01	0
TRA_2737	TRA	TRAV7-1*01	TRAJ47*01	0
TRA_2738	TRA	TRAV7-1*01	TRAJ58*01	0
TRA_2739	TRA	TRAV7-1*01	TRAJ47*02	0
TRA_2740	TRA	TRAV7-1*01	TRAJ33*01	0
TRA_2741	TRA	TRAV7-1*01	TRAJ56*01	0
TRA_2742	TRA	TRAV7-1*01	TRAJ21*01	0
TRA_2743	TRA	TRAV7-1*01	TRAJ4*02	0
TRA_2744	TRA	TRAV7-1*01	TRAJ43*02	0
TRA_2745	TRA	TRAV7-3*01	TRAJ13*01	0
TRA_2746	TRA	TRAV7-3*01	TRAJ22*01	0
TRA_2747	TRA	TRAV7-3*01	TRAJ15*01	0
TRA_2748	TRA	TRAV7-3*01	TRAJ52*01	0
TRA_2749	TRA	TRAV7-3*01	TRAJ26*01	0
TRA_2750	TRA	TRAV7-3*01	TRAJ25*02	0
TRA_2751	TRA	TRAV7-3*01	TRAJ25*01	0
TRA_2752	TRA	TRAV7-3*01	TRAJ43*01	0
TRA_2753	TRA	TRAV7-3*01	TRAJ35*02	0
TRA_2754	TRA	TRAV7-3*01	TRAJ53*01	0
TRA_2755	TRA	TRAV7-3*01	TRAJ31*02	0
TRA_2756	TRA	TRAV7-3*01	TRAJ31*01	0
TRA_2757	TRA	TRAV7-3*01	TRAJ29*01	0
TRA_2758	TRA	TRAV7-3*01	TRAJ6*01	1
TRA_2759	TRA	TRAV7-3*01	TRAJ49*01	1
TRA_2760	TRA	TRAV7-3*01	TRAJ45*02	1
TRA_2761	TRA	TRAV7-3*01	TRAJ32*02	1
TRA_2762	TRA	TRAV7-3*01	TRAJ35*01	1
TRA_2763	TRA	TRAV7-3*01	TRAJ7*01	1
TRA_2764	TRA	TRAV7-3*01	TRAJ5*01	1
TRA_2765	TRA	TRAV7-3*01	TRAJ12*01	1
TRA_2766	TRA	TRAV7-3*01	TRAJ41*01	1
TRA_2767	TRA	TRAV7-3*01	TRAJ42*01	2
TRA_2768	TRA	TRAV7-3*01	TRAJ9*02	2
TRA_2769	TRA	TRAV7-3*01	TRAJ9*01	2
TRA_2770	TRA	TRAV7-3*01	TRAJ19*01	2
TRA_2771	TRA	TRAV7-3*01	TRAJ16*01	2
TRA_2772	TRA	TRAV7-3*01	TRAJ48*01	2
TRA_2773	TRA	TRAV7-3*01	TRAJ12*02	2
TRA_2774	TRA	TRAV7-3*01	TRAJ40*01	2
TRA_2775	TRA	TRAV7-3*01	TRAJ44*01	2
TRA_2776	TRA	TRAV7-3*01	TRAJ42*02	2
TRA_2777	TRA	TRAV7-3*01	TRAJ34*02	2
TRA_2778	TRA	TRAV7-3*01	TRAJ34*01	2
TRA_2780	TRA	TRAV7-3*01	TRAJ24*02	2
TRA_2781	TRA	TRAV7-3*01	TRAJ27*01	1
TRA_2782	TRA	TRAV7-3*01	TRAJ38*01	1
TRA_2783	TRA	TRAV7-3*01	TRAJ28*01	1
TRA_2784	TRA	TRAV7-3*01	TRAJ24*01	1
TRA_2785	TRA	TRAV7-3*01	TRAJ30*01	1
TRA_2786	TRA	TRAV7-3*01	TRAJ11*01	1
TRA_2787	TRA	TRAV7-3*01	TRAJ37*01	0
TRA_2788	TRA	TRAV7-3*01	TRAJ18*01	0
TRA_2789	TRA	TRAV7-3*01	TRAJ50*01	0
TRA_2790	TRA	TRAV7-3*01	TRAJ21*02	0
TRA_2791	TRA	TRAV7-3*01	TRAJ39*01	0
TRA_2792	TRA	TRAV7-3*01	TRAJ45*01	0
TRA_2793	TRA	TRAV7-3*01	TRAJ2*01	0
TRA_2794	TRA	TRAV7-3*01	TRAJ57*01	0
TRA_2795	TRA	TRAV7-3*01	TRAJ23*01	0
TRA_2796	TRA	TRAV7-3*01	TRAJ32*01	0
TRA_2797	TRA	TRAV7-3*01	TRAJ17*01	0
TRA_2798	TRA	TRAV7-3*01	TRAJ47*01	0
TRA_2799	TRA	TRAV7-3*01	TRAJ58*01	0
TRA_2800	TRA	TRAV7-3*01	TRAJ47*02	0
TRA_2801	TRA	TRAV7-3*01	TRAJ33*01	0
TRA_2802	TRA	TRAV7-3*01	TRAJ56*01	0
TRA_2803	TRA	TRAV7-3*01	TRAJ21*01	0
TRA_2804	TRA	TRAV7-3*01	TRAJ4*02	0
TRA_2805	TRA	TRAV7-3*01	TRAJ43*02	0
TRA_2806	TRA	TRAV7-3*03	TRAJ13*01	0
TRA_2807	TRA	TRAV7-3*03	TRAJ22*01	0
TRA_2808	TRA	TRAV7-3*03	TRAJ15*01	0
TRA_2809	TRA	TRAV7-3*03	TRAJ52*01	0
TRA_2810	TRA	TRAV7-3*03	TRAJ26*01	0
TRA_2811	TRA	TRAV7-3*03	TRAJ25*02	0
TRA_2812	TRA	TRAV7-3*03	TRAJ25*01	0
TRA_2813	TRA	TRAV7-3*03	TRAJ43*01	0
TRA_2814	TRA	TRAV7-3*03	TRAJ35*02	0
TRA_2815	TRA	TRAV7-3*03	TRAJ53*01	0
TRA_2816	TRA	TRAV7-3*03	TRAJ31*02	0
TRA_2817	TRA	TRAV7-3*03	TRAJ31*01	0
TRA_2818	TRA	TRAV7-3*03	TRAJ29*01	0
TRA_2819	TRA	TRAV7-3*03	TRAJ6*01	1
TRA_2820	TRA	TRAV7-3*03	TRAJ49*01	1
TRA_2821	TRA	TRAV7-3*03	TRAJ45*02	1
TRA_2822	TRA	TRAV7-3*03	TRAJ32*02	1
TRA_2823	TRA	TRAV7-3*03	TRAJ35*01	1
TRA_2824	TRA	TRAV7-3*03	TRAJ7*01	1
TRA_2825	TRA	TRAV7-3*03	TRAJ5*01	1
TRA_2826	TRA	TRAV7-3*03	TRAJ12*01	1
TRA_2827	TRA	TRAV7-3*03	TRAJ41*01	1
TRA_2828	TRA	TRAV7-3*03	TRAJ42*01	2
TRA_2829	TRA	TRAV7-3*03	TRAJ9*02	2
TRA_2830	TRA	TRAV7-3*03	TRAJ9*01	2
TRA_2831	TRA	TRAV7-3*03	TRAJ19*01	2
TRA_2832	TRA	TRAV7-3*03	TRAJ16*01	2
TRA_2833	TRA	TRAV7-3*03	TRAJ48*01	2
TRA_2834	TRA	TRAV7-3*03	TRAJ12*02	2
TRA_2835	TRA	TRAV7-3*03	TRAJ40*01	2
TRA_2836	TRA	TRAV7-3*03	TRAJ44*01	2
TRA_2837	TRA	TRAV7-3*03	TRAJ42*02	2
TRA_2838	TRA	TRAV7-3*03	TRAJ34*02	2
TRA_2839	TRA	TRAV7-3*03	TRAJ34*01	2
TRA_2841	TRA	TRAV7-3*03	TRAJ24*02	2
TRA_2842	TRA	TRAV7-3*03	TRAJ27*01	1
TRA_2843	TRA	TRAV7-3*03	TRAJ38*01	1
TRA_2844	TRA	TRAV7-3*03	TRAJ28*01	1
TRA_2845	TRA	TRAV7-3*03	TRAJ24*01	1
TRA_2846	TRA	TRAV7-3*03	TRAJ30*01	1
TRA_2847	TRA	TRAV7-3*03	TRAJ11*01	1
TRA_2848	TRA	TRAV7-3*03	TRAJ37*01	0
TRA_2849	TRA	TRAV7-3*03	TRAJ18*01	0
TRA_2850	TRA	TRAV7-3*03	TRAJ50*01	0
TRA_2851	TRA	TRAV7-3*03	TRAJ21*02	0
TRA_2852	TRA	TRAV7-3*03	TRAJ39*01	0
TRA_2853	TRA	TRAV7-3*03	TRAJ45*01	0
TRA_2854	TRA	TRAV7-3*03	TRAJ2*01	0
TRA_2855	TRA	TRAV7-3*03	TRAJ57*01	0
TRA_2856	TRA	TRAV7-3*03	TRAJ23*01	0
TRA_2857	TRA	TRAV7-3*03	TRAJ32*01	0
TRA_2858	TRA	TRAV7-3*03	TRAJ17*01	0
TRA_2859	TRA	TRAV7-3*03	TRAJ47*01	0
TRA_2860	TRA	TRAV7-3*03	TRAJ58*01	0
TRA_2861	TRA	TRAV7-3*03	TRAJ47*02	0
TRA_2862	TRA	TRAV7-3*03	TRAJ33*01	0
TRA_2863	TRA	TRAV7-3*03	TRAJ56*01	0
TRA_2864	TRA	TRAV7-3*03	TRAJ21*01	0
TRA_2865	TRA	TRAV7-3*03	TRAJ4*02	0
TRA_2866	TRA	TRAV7-3*03	TRAJ43*02	0
TRA_2867	TRA	TRAV14D-3/DV8*07	TRAJ13*01	0
TRA_2868	TRA	TRAV14D-3/DV8*07	TRAJ22*01	0
TRA_2869	TRA	TRAV14D-3/DV8*07	TRAJ15*01	0
TRA_2870	TRA	TRAV14D-3/DV8*07	TRAJ52*01	0
TRA_2871	TRA	TRAV14D-3/DV8*07	TRAJ26*01	0
TRA_2872	TRA	TRAV14D-3/DV8*07	TRAJ25*02	0
TRA_2873	TRA	TRAV14D-3/DV8*07	TRAJ25*01	0
TRA_2874	TRA	TRAV14D-3/DV8*07	TRAJ43*01	0
TRA_2875	TRA	TRAV14D-3/DV8*07	TRAJ35*02	0
TRA_2876	TRA	TRAV14D-3/DV8*07	TRAJ53*01	0
TRA_2877	TRA	TRAV14D-3/DV8*07	TRAJ31*02	0
TRA_2878	TRA	TRAV14D-3/DV8*07	TRAJ31*01	0
TRA_2879	TRA	TRAV14D-3/DV8*07	TRAJ29*01	0
TRA_2880	TRA	TRAV14D-3/DV8*07	TRAJ6*01	1
TRA_2881	TRA	TRAV14D-3/DV8*07	TRAJ49*01	1
TRA_2882	TRA	TRAV14D-3/DV8*07	TRAJ45*02	1
TRA_2883	TRA	TRAV14D-3/DV8*07	TRAJ32*02	1
TRA_2884	TRA	TRAV14D-3/DV8*07	TRAJ35*01	1
TRA_2885	TRA	TRAV14D-3/DV8*07	TRAJ7*01	1
TRA_2886	TRA	TRAV14D-3/DV8*07	TRAJ5*01	1
TRA_2887	TRA	TRAV14D-3/DV8*07	TRAJ12*01	1
TRA_2888	TRA	TRAV14D-3/DV8*07	TRAJ41*01	1
TRA_2889	TRA	TRAV14D-3/DV8*07	TRAJ42*01	2
TRA_2890	TRA	TRAV14D-3/DV8*07	TRAJ9*02	2
TRA_2891	TRA	TRAV14D-3/DV8*07	TRAJ9*01	2
TRA_2892	TRA	TRAV14D-3/DV8*07	TRAJ19*01	2
TRA_2893	TRA	TRAV14D-3/DV8*07	TRAJ16*01	2
TRA_2894	TRA	TRAV14D-3/DV8*07	TRAJ48*01	2
TRA_2895	TRA	TRAV14D-3/DV8*07	TRAJ12*02	2
TRA_2896	TRA	TRAV14D-3/DV8*07	TRAJ40*01	2
TRA_2897	TRA	TRAV14D-3/DV8*07	TRAJ44*01	2
TRA_2898	TRA	TRAV14D-3/DV8*07	TRAJ42*02	2
TRA_2899	TRA	TRAV14D-3/DV8*07	TRAJ34*02	2
TRA_2900	TRA	TRAV14D-3/DV8*07	TRAJ34*01	2
TRA_2902	TRA	TRAV14D-3/DV8*07	TRAJ24*02	2
TRA_2903	TRA	TRAV14D-3/DV8*07	TRAJ27*01	1
TRA_2904	TRA	TRAV14D-3/DV8*07	TRAJ38*01	1
TRA_2905	TRA	TRAV14D-3/DV8*07	TRAJ28*01	1
TRA_2906	TRA	TRAV14D-3/DV8*07	TRAJ24*01	1
TRA_2907	TRA	TRAV14D-3/DV8*07	TRAJ30*01	1
TRA_2908	TRA	TRAV14D-3/DV8*07	TRAJ11*01	1
TRA_2909	TRA	TRAV14D-3/DV8*07	TRAJ37*01	0
TRA_2910	TRA	TRAV14D-3/DV8*07	TRAJ18*01	0
TRA_2911	TRA	TRAV14D-3/DV8*07	TRAJ50*01	0
TRA_2912	TRA	TRAV14D-3/DV8*07	TRAJ21*02	0
TRA_2913	TRA	TRAV14D-3/DV8*07	TRAJ39*01	0
TRA_2914	TRA	TRAV14D-3/DV8*07	TRAJ45*01	0
TRA_2915	TRA	TRAV14D-3/DV8*07	TRAJ2*01	0
TRA_2916	TRA	TRAV14D-3/DV8*07	TRAJ57*01	0
TRA_2917	TRA	TRAV14D-3/DV8*07	TRAJ23*01	0
TRA_2918	TRA	TRAV14D-3/DV8*07	TRAJ32*01	0
TRA_2919	TRA	TRAV14D-3/DV8*07	TRAJ17*01	0
TRA_2920	TRA	TRAV14D-3/DV8*07	TRAJ47*01	0
TRA_2921	TRA	TRAV14D-3/DV8*07	TRAJ58*01	0
TRA_2922	TRA	TRAV14D-3/DV8*07	TRAJ47*02	0
TRA_2923	TRA	TRAV14D-3/DV8*07	TRAJ33*01	0
TRA_2924	TRA	TRAV14D-3/DV8*07	TRAJ56*01	0
TRA_2925	TRA	TRAV14D-3/DV8*07	TRAJ21*01	0
TRA_2926	TRA	TRAV14D-3/DV8*07	TRAJ4*02	0
TRA_2927	TRA	TRAV14D-3/DV8*07	TRAJ43*02	0
TRA_2928	TRA	TRAV14-3*03	TRAJ13*01	0
TRA_2929	TRA	TRAV14-3*03	TRAJ22*01	0
TRA_2930	TRA	TRAV14-3*03	TRAJ15*01	0
TRA_2931	TRA	TRAV14-3*03	TRAJ52*01	0
TRA_2932	TRA	TRAV14-3*03	TRAJ26*01	0
TRA_2933	TRA	TRAV14-3*03	TRAJ25*02	0
TRA_2934	TRA	TRAV14-3*03	TRAJ25*01	0
TRA_2935	TRA	TRAV14-3*03	TRAJ43*01	0
TRA_2936	TRA	TRAV14-3*03	TRAJ35*02	0
TRA_2937	TRA	TRAV14-3*03	TRAJ53*01	0
TRA_2938	TRA	TRAV14-3*03	TRAJ31*02	0
TRA_2939	TRA	TRAV14-3*03	TRAJ31*01	0
TRA_2940	TRA	TRAV14-3*03	TRAJ29*01	0
TRA_2941	TRA	TRAV14-3*03	TRAJ6*01	1
TRA_2942	TRA	TRAV14-3*03	TRAJ49*01	1
TRA_2943	TRA	TRAV14-3*03	TRAJ45*02	1
TRA_2944	TRA	TRAV14-3*03	TRAJ32*02	1
TRA_2945	TRA	TRAV14-3*03	TRAJ35*01	1
TRA_2946	TRA	TRAV14-3*03	TRAJ7*01	1
TRA_2947	TRA	TRAV14-3*03	TRAJ5*01	1
TRA_2948	TRA	TRAV14-3*03	TRAJ12*01	1
TRA_2949	TRA	TRAV14-3*03	TRAJ41*01	1
TRA_2950	TRA	TRAV14-3*03	TRAJ42*01	2
TRA_2951	TRA	TRAV14-3*03	TRAJ9*02	2
TRA_2952	TRA	TRAV14-3*03	TRAJ9*01	2
TRA_2953	TRA	TRAV14-3*03	TRAJ19*01	2
TRA_2954	TRA	TRAV14-3*03	TRAJ16*01	2
TRA_2955	TRA	TRAV14-3*03	TRAJ48*01	2
TRA_2956	TRA	TRAV14-3*03	TRAJ12*02	2
TRA_2957	TRA	TRAV14-3*03	TRAJ40*01	2
TRA_2958	TRA	TRAV14-3*03	TRAJ44*01	2
TRA_2959	TRA	TRAV14-3*03	TRAJ42*02	2
TRA_2960	TRA	TRAV14-3*03	TRAJ34*02	2
TRA_2961	TRA	TRAV14-3*03	TRAJ34*01	2
TRA_2963	TRA	TRAV14-3*03	TRAJ24*02	2
TRA_2964	TRA	TRAV14-3*03	TRAJ27*01	1
TRA_2965	TRA	TRAV14-3*03	TRAJ38*01	1
TRA_2966	TRA	TRAV14-3*03	TRAJ28*01	1
TRA_2967	TRA	TRAV14-3*03	TRAJ24*01	1
TRA_2968	TRA	TRAV14-3*03	TRAJ30*01	1
TRA_2969	TRA	TRAV14-3*03	TRAJ11*01	1
TRA_2970	TRA	TRAV14-3*03	TRAJ37*01	0
TRA_2971	TRA	TRAV14-3*03	TRAJ18*01	0
TRA_2972	TRA	TRAV14-3*03	TRAJ50*01	0
TRA_2973	TRA	TRAV14-3*03	TRAJ21*02	0
TRA_2974	TRA	TRAV14-3*03	TRAJ39*01	0
TRA_2975	TRA	TRAV14-3*03	TRAJ45*01	0
TRA_2976	TRA	TRAV14-3*03	TRAJ2*01	0
TRA_2977	TRA	TRAV14-3*03	TRAJ57*01	0
TRA_2978	TRA	TRAV14-3*03	TRAJ23*01	0
TRA_2979	TRA	TRAV14-3*03	TRAJ32*01	0
TRA_2980	TRA	TRAV14-3*03	TRAJ17*01	0
TRA_2981	TRA	TRAV14-3*03	TRAJ47*01	0
TRA_2982	TRA	TRAV14-3*03	TRAJ58*01	0
TRA_2983	TRA	TRAV14-3*03	TRAJ47*02	0
TRA_2984	TRA	TRAV14-3*03	TRAJ33*01	0
TRA_2985	TRA	TRAV14-3*03	TRAJ56*01	0
TRA_2986	TRA	TRAV14-3*03	TRAJ21*01	0
TRA_2987	TRA	TRAV14-3*03	TRAJ4*02	0
TRA_2988	TRA	TRAV14-3*03	TRAJ43*02	0
TRA_2989	TRA	TRAV14-1*02	TRAJ13*01	0
TRA_2990	TRA	TRAV14-1*02	TRAJ22*01	0
TRA_2991	TRA	TRAV14-1*02	TRAJ15*01	0
TRA_2992	TRA	TRAV14-1*02	TRAJ52*01	0
TRA_2993	TRA	TRAV14-1*02	TRAJ26*01	0
TRA_2994	TRA	TRAV14-1*02	TRAJ25*02	0
TRA_2995	TRA	TRAV14-1*02	TRAJ25*01	0
TRA_2996	TRA	TRAV14-1*02	TRAJ43*01	0
TRA_2997	TRA	TRAV14-1*02	TRAJ35*02	0
TRA_2998	TRA	TRAV14-1*02	TRAJ53*01	0
TRA_2999	TRA	TRAV14-1*02	TRAJ31*02	0
TRA_3000	TRA	TRAV14-1*02	TRAJ31*01	0
TRA_3001	TRA	TRAV14-1*02	TRAJ29*01	0
TRA_3002	TRA	TRAV14-1*02	TRAJ6*01	1
TRA_3003	TRA	TRAV14-1*02	TRAJ49*01	1
TRA_3004	TRA	TRAV14-1*02	TRAJ45*02	1
TRA_3005	TRA	TRAV14-1*02	TRAJ32*02	1
TRA_3006	TRA	TRAV14-1*02	TRAJ35*01	1
TRA_3007	TRA	TRAV14-1*02	TRAJ7*01	1
TRA_3008	TRA	TRAV14-1*02	TRAJ5*01	1
TRA_3009	TRA	TRAV14-1*02	TRAJ12*01	1
TRA_3010	TRA	TRAV14-1*02	TRAJ41*01	1
TRA_3011	TRA	TRAV14-1*02	TRAJ42*01	2
TRA_3012	TRA	TRAV14-1*02	TRAJ9*02	2
TRA_3013	TRA	TRAV14-1*02	TRAJ9*01	2
TRA_3014	TRA	TRAV14-1*02	TRAJ19*01	2
TRA_3015	TRA	TRAV14-1*02	TRAJ16*01	2
TRA_3016	TRA	TRAV14-1*02	TRAJ48*01	2
TRA_3017	TRA	TRAV14-1*02	TRAJ12*02	2
TRA_3018	TRA	TRAV14-1*02	TRAJ40*01	2
TRA_3019	TRA	TRAV14-1*02	TRAJ44*01	2
TRA_3020	TRA	TRAV14-1*02	TRAJ42*02	2
TRA_3021	TRA	TRAV14-1*02	TRAJ34*02	2
TRA_3022	TRA	TRAV14-1*02	TRAJ34*01	2
TRA_3024	TRA	TRAV14-1*02	TRAJ24*02	2
TRA_3025	TRA	TRAV14-1*02	TRAJ27*01	1
TRA_3026	TRA	TRAV14-1*02	TRAJ38*01	1
TRA_3027	TRA	TRAV14-1*02	TRAJ28*01	1
TRA_3028	TRA	TRAV14-1*02	TRAJ24*01	1
TRA_3029	TRA	TRAV14-1*02	TRAJ30*01	1
TRA_3030	TRA	TRAV14-1*02	TRAJ11*01	1
TRA_3031	TRA	TRAV14-1*02	TRAJ37*01	0
TRA_3032	TRA	TRAV14-1*02	TRAJ18*01	0
TRA_3033	TRA	TRAV14-1*02	TRAJ50*01	0
TRA_3034	TRA	TRAV14-1*02	TRAJ21*02	0
TRA_3035	TRA	TRAV14-1*02	TRAJ39*01	0
TRA_3036	TRA	TRAV14-1*02	TRAJ45*01	0
TRA_3037	TRA	TRAV14-1*02	TRAJ2*01	0
TRA_3038	TRA	TRAV14-1*02	TRAJ57*01	0
TRA_3039	TRA	TRAV14-1*02	TRAJ23*01	0
TRA_3040	TRA	TRAV14-1*02	TRAJ32*01	0
TRA_3041	TRA	TRAV14-1*02	TRAJ17*01	0
TRA_3042	TRA	TRAV14-1*02	TRAJ47*01	0
TRA_3043	TRA	TRAV14-1*02	TRAJ58*01	0
TRA_3044	TRA	TRAV14-1*02	TRAJ47*02	0
TRA_3045	TRA	TRAV14-1*02	TRAJ33*01	0
TRA_3046	TRA	TRAV14-1*02	TRAJ56*01	0
TRA_3047	TRA	TRAV14-1*02	TRAJ21*01	0
TRA_3048	TRA	TRAV14-1*02	TRAJ4*02	0
TRA_3049	TRA	TRAV14-1*02	TRAJ43*02	0
TRA_3050	TRA	TRAV14-2*02	TRAJ13*01	0
TRA_3051	TRA	TRAV14-2*02	TRAJ22*01	0
TRA_3052	TRA	TRAV14-2*02	TRAJ15*01	0
TRA_3053	TRA	TRAV14-2*02	TRAJ52*01	0
TRA_3054	TRA	TRAV14-2*02	TRAJ26*01	0
TRA_3055	TRA	TRAV14-2*02	TRAJ25*02	0
TRA_3056	TRA	TRAV14-2*02	TRAJ25*01	0
TRA_3057	TRA	TRAV14-2*02	TRAJ43*01	0
TRA_3058	TRA	TRAV14-2*02	TRAJ35*02	0
TRA_3059	TRA	TRAV14-2*02	TRAJ53*01	0
TRA_3060	TRA	TRAV14-2*02	TRAJ31*02	0
TRA_3061	TRA	TRAV14-2*02	TRAJ31*01	0
TRA_3062	TRA	TRAV14-2*02	TRAJ29*01	0
TRA_3063	TRA	TRAV14-2*02	TRAJ6*01	1
TRA_3064	TRA	TRAV14-2*02	TRAJ49*01	1
TRA_3065	TRA	TRAV14-2*02	TRAJ45*02	1
TRA_3066	TRA	TRAV14-2*02	TRAJ32*02	1
TRA_3067	TRA	TRAV14-2*02	TRAJ35*01	1
TRA_3068	TRA	TRAV14-2*02	TRAJ7*01	1
TRA_3069	TRA	TRAV14-2*02	TRAJ5*01	1
TRA_3070	TRA	TRAV14-2*02	TRAJ12*01	1
TRA_3071	TRA	TRAV14-2*02	TRAJ41*01	1
TRA_3072	TRA	TRAV14-2*02	TRAJ42*01	2
TRA_3073	TRA	TRAV14-2*02	TRAJ9*02	2
TRA_3074	TRA	TRAV14-2*02	TRAJ9*01	2
TRA_3075	TRA	TRAV14-2*02	TRAJ19*01	2
TRA_3076	TRA	TRAV14-2*02	TRAJ16*01	2
TRA_3077	TRA	TRAV14-2*02	TRAJ48*01	2
TRA_3078	TRA	TRAV14-2*02	TRAJ12*02	2
TRA_3079	TRA	TRAV14-2*02	TRAJ40*01	2
TRA_3080	TRA	TRAV14-2*02	TRAJ44*01	2
TRA_3081	TRA	TRAV14-2*02	TRAJ42*02	2
TRA_3082	TRA	TRAV14-2*02	TRAJ34*02	2
TRA_3083	TRA	TRAV14-2*02	TRAJ34*01	2
TRA_3085	TRA	TRAV14-2*02	TRAJ24*02	2
TRA_3086	TRA	TRAV14-2*02	TRAJ27*01	1
TRA_3087	TRA	TRAV14-2*02	TRAJ38*01	1
TRA_3088	TRA	TRAV14-2*02	TRAJ28*01	1
TRA_3089	TRA	TRAV14-2*02	TRAJ24*01	1
TRA_3090	TRA	TRAV14-2*02	TRAJ30*01	1
TRA_3091	TRA	TRAV14-2*02	TRAJ11*01	1
TRA_3092	TRA	TRAV14-2*02	TRAJ37*01	0
TRA_3093	TRA	TRAV14-2*02	TRAJ18*01	0
TRA_3094	TRA	TRAV14-2*02	TRAJ50*01	0
TRA_3095	TRA	TRAV14-2*02	TRAJ21*02	0
TRA_3096	TRA	TRAV14-2*02	TRAJ39*01	0
TRA_3097	TRA	TRAV14-2*02	TRAJ45*01	0
TRA_3098	TRA	TRAV14-2*02	TRAJ2*01	0
TRA_3099	TRA	TRAV14-2*02	TRAJ57*01	0
TRA_3100	TRA	TRAV14-2*02	TRAJ23*01	0
TRA_3101	TRA	TRAV14-2*02	TRAJ32*01	0
TRA_3102	TRA	TRAV14-2*02	TRAJ17*01	0
TRA_3103	TRA	TRAV14-2*02	TRAJ47*01	0
TRA_3104	TRA	TRAV14-2*02	TRAJ58*01	0
TRA_3105	TRA	TRAV14-2*02	TRAJ47*02	0
TRA_3106	TRA	TRAV14-2*02	TRAJ33*01	0
TRA_3107	TRA	TRAV14-2*02	TRAJ56*01	0
TRA_3108	TRA	TRAV14-2*02	TRAJ21*01	0
TRA_3109	TRA	TRAV14-2*02	TRAJ4*02	0
TRA_3110	TRA	TRAV14-2*02	TRAJ43*02	0
TRA_3111	TRA	TRAV14-2*03	TRAJ13*01	0
TRA_3112	TRA	TRAV14-2*03	TRAJ22*01	0
TRA_3113	TRA	TRAV14-2*03	TRAJ15*01	0
TRA_3114	TRA	TRAV14-2*03	TRAJ52*01	0
TRA_3115	TRA	TRAV14-2*03	TRAJ26*01	0
TRA_3116	TRA	TRAV14-2*03	TRAJ25*02	0
TRA_3117	TRA	TRAV14-2*03	TRAJ25*01	0
TRA_3118	TRA	TRAV14-2*03	TRAJ43*01	0
TRA_3119	TRA	TRAV14-2*03	TRAJ35*02	0
TRA_3120	TRA	TRAV14-2*03	TRAJ53*01	0
TRA_3121	TRA	TRAV14-2*03	TRAJ31*02	0
TRA_3122	TRA	TRAV14-2*03	TRAJ31*01	0
TRA_3123	TRA	TRAV14-2*03	TRAJ29*01	0
TRA_3124	TRA	TRAV14-2*03	TRAJ6*01	1
TRA_3125	TRA	TRAV14-2*03	TRAJ49*01	1
TRA_3126	TRA	TRAV14-2*03	TRAJ45*02	1
TRA_3127	TRA	TRAV14-2*03	TRAJ32*02	1
TRA_3128	TRA	TRAV14-2*03	TRAJ35*01	1
TRA_3129	TRA	TRAV14-2*03	TRAJ7*01	1
TRA_3130	TRA	TRAV14-2*03	TRAJ5*01	1
TRA_3131	TRA	TRAV14-2*03	TRAJ12*01	1
TRA_3132	TRA	TRAV14-2*03	TRAJ41*01	1
TRA_3133	TRA	TRAV14-2*03	TRAJ42*01	2
TRA_3134	TRA	TRAV14-2*03	TRAJ9*02	2
TRA_3135	TRA	TRAV14-2*03	TRAJ9*01	2
TRA_3136	TRA	TRAV14-2*03	TRAJ19*01	2
TRA_3137	TRA	TRAV14-2*03	TRAJ16*01	2
TRA_3138	TRA	TRAV14-2*03	TRAJ48*01	2
TRA_3139	TRA	TRAV14-2*03	TRAJ12*02	2
TRA_3140	TRA	TRAV14-2*03	TRAJ40*01	2
TRA_3141	TRA	TRAV14-2*03	TRAJ44*01	2
TRA_3142	TRA	TRAV14-2*03	TRAJ42*02	2
TRA_3143	TRA	TRAV14-2*03	TRAJ34*02	2
TRA_3144	TRA	TRAV14-2*03	TRAJ34*01	2
TRA_3146	TRA	TRAV14-2*03	TRAJ24*02	2
TRA_3147	TRA	TRAV14-2*03	TRAJ27*01	1
TRA_3148	TRA	TRAV14-2*03	TRAJ38*01	1
TRA_3149	TRA	TRAV14-2*03	TRAJ28*01	1
TRA_3150	TRA	TRAV14-2*03	TRAJ24*01	1
